School Name_x,State Name,County Name,City,ZIP,School Type,Charter School,Magnet School,Urban-centric Locale,Title I Eligible,Total Students,FRL,American Indian/Alaska Native,Asian,Hispanic,Black,White,Other,Multi-Race,Pupil/Teacher Ratio,Percentage of FRL,Percentage of American Indian/Alaska Native,Percentage of Asian,Percentage of Hispanic,Percentage of Black,Percentage of White,Percentage of Other,Percentage of Multi-Race,DBN,Latitude,Longitude,School Name_y,Impact Score,Performance Score
30TH AVENUE SCHOOL (THE) (G & T CITYWIDE),NEW YORK,Queens County,ASTORIA,11102.0,Public,0,0,11-City: Large,1,238,61,4.0,107.0,21.0,13.0,73.0,0.0,20.0,18.38,25.630252100840334,1.680672268907563,44.957983193277315,8.823529411764707,5.46218487394958,30.672268907563026,0.0,8.403361344537815,30Q300,40.768234,-73.922895,The 30th Avenue School (G&T Citywide),0.55,1.03
47 AMERICAN SIGN LANGUAGE AND ENGLISH LOWER SCHOOL (THE),NEW YORK,New York County,NEW YORK,10010.0,Public,0,0,11-City: Large,1,191,129,0.0,8.0,90.0,41.0,44.0,0.0,8.0,5.98,67.5392670157068,0.0,4.18848167539267,47.12041884816754,21.465968586387437,23.036649214659686,0.0,4.18848167539267,02M347,40.738315,-73.981365,The 47 American Sign Language & English Lower School,0.45,0.37
51ST AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE),NEW YORK,Queens County,ELMHURST,11373.0,Public,0,0,11-City: Large,1,489,442,1.0,292.0,183.0,5.0,8.0,0.0,0.0,15.28,90.38854805725971,0.2044989775051125,59.71370143149284,37.423312883435585,1.0224948875255624,1.6359918200409,0.0,0.0,24Q877,40.737203,-73.887099,,,
A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10031.0,Public,0,0,11-City: Large,1,1457,1195,4.0,78.0,881.0,440.0,23.0,0.0,31.0,19.93,82.0178448867536,0.27453671928620454,5.353466026080989,60.46671242278655,30.199039121482496,1.578586135895676,0.0,2.127659574468085,06M540,40.818291,-73.950111,A. Philip Randolph Campus High School,0.45,0.43
A-TECH HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11222.0,Public,0,0,11-City: Large,1,382,297,3.0,10.0,156.0,201.0,9.0,0.0,3.0,15.93,77.74869109947645,0.7853403141361256,2.6178010471204187,40.83769633507853,52.617801047120416,2.356020942408377,0.0,0.7853403141361256,,,,,,
ABRAHAM LINCOLN HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11235.0,Public,0,0,11-City: Large,1,2114,1438,13.0,345.0,492.0,858.0,390.0,0.0,16.0,18.61,68.02270577105014,0.6149479659413435,16.319772942289497,23.273415326395458,40.586565752128664,18.448438978240304,0.0,0.7568590350047304,21K410,40.582372,-73.968078,Abraham Lincoln High School,0.6,0.58
ACAD FOR COLLEGE PREP AND CAREER EXP,NEW YORK,Kings County,BROOKLYN,11226.0,Public,0,0,11-City: Large,1,442,352,9.0,6.0,62.0,357.0,6.0,0.0,2.0,16.0,79.63800904977376,2.0361990950226243,1.3574660633484164,14.027149321266968,80.76923076923077,1.3574660633484164,0.0,0.4524886877828055,,,,,,
ACAD-SCHOLARSHIP & ENTREPRENEURSHIP,NEW YORK,Bronx County,BRONX,10466.0,Public,0,0,11-City: Large,1,388,287,7.0,14.0,123.0,238.0,5.0,0.0,1.0,15.25,73.96907216494846,1.804123711340206,3.608247422680412,31.70103092783505,61.34020618556701,1.2886597938144329,0.0,0.25773195876288657,,,,,,
ACADEMIC LEADERSHIP CHARTER SCHOOL,NEW YORK,Bronx County,BRONX,10454.0,Public,1,0,11-City: Large,1,485,0,2.0,2.0,247.0,229.0,3.0,0.0,2.0,29.16,0.0,0.4123711340206186,0.4123711340206186,50.92783505154639,47.21649484536082,0.6185567010309279,0.0,0.4123711340206186,84X491,40.80792,-73.912561,Academic Leadership Charter School,0.86,0.78
ACADEMY FOR CAREERS IN TELEVISION AND FILM,NEW YORK,Queens County,LONG ISLAND CITY,11101.0,Public,0,0,11-City: Large,0,545,343,3.0,34.0,293.0,86.0,109.0,0.0,20.0,16.1,62.93577981651376,0.5504587155963303,6.238532110091743,53.76146788990825,15.77981651376147,20.0,0.0,3.669724770642202,30Q301,40.742723,-73.959366,Academy for Careers in Television and Film,0.64,0.67
ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,NEW YORK,Kings County,BROOKLYN,11236.0,Public,0,0,11-City: Large,1,289,238,0.0,11.0,29.0,240.0,8.0,0.0,1.0,12.6,82.35294117647058,0.0,3.8062283737024223,10.034602076124568,83.04498269896193,2.768166089965398,0.0,0.34602076124567477,18K637,40.633598,-73.91751,Academy for Conservation and the Environment,0.37,0.45
ACADEMY FOR EXCELLENCE IN LEADERSHIP,NEW YORK,Kings County,BROOKLYN,11237.0,Public,0,0,11-City: Large,1,355,194,0.0,10.0,253.0,77.0,14.0,0.0,1.0,13.18,54.647887323943664,0.0,2.8169014084507045,71.26760563380282,21.69014084507042,3.943661971830986,0.0,0.28169014084507044,,,,,,
ACADEMY FOR EXCELLENCE THROUGH THE ARTS (THE),NEW YORK,Queens County,FOREST HILLS,11375.0,Public,0,0,11-City: Large,0,196,39,0.0,73.0,40.0,7.0,71.0,0.0,5.0,15.14,19.897959183673468,0.0,37.244897959183675,20.408163265306122,3.571428571428571,36.224489795918366,0.0,2.5510204081632653,28Q303,40.725678,-73.844063,The Academy for Excellence through the Arts,0.73,0.88
ACADEMY FOR HEALTH CAREERS,NEW YORK,Kings County,BROOKLYN,11213.0,Public,0,0,11-City: Large,1,367,286,2.0,9.0,36.0,305.0,5.0,0.0,10.0,13.33,77.9291553133515,0.544959128065395,2.452316076294278,9.809264305177113,83.10626702997274,1.3623978201634876,0.0,2.7247956403269753,17K751,40.675934,-73.939254,Academy for Health Careers,0.3,0.38
ACADEMY FOR LANGUAGE AND TECHNOLOGY,NEW YORK,Bronx County,BRONX,10453.0,Public,0,0,11-City: Large,1,311,307,0.0,0.0,310.0,1.0,0.0,0.0,0.0,13.59,98.71382636655949,0.0,0.0,99.67845659163987,0.3215434083601286,0.0,0.0,0.0,09X365,40.849452,-73.915704,Academy for Language and Technology,1.01,0.59
ACADEMY FOR NEW AMERICANS,NEW YORK,Queens County,ASTORIA,11102.0,Public,0,0,11-City: Large,1,135,123,0.0,27.0,83.0,2.0,23.0,0.0,0.0,11.3,91.11111111111111,0.0,20.0,61.48148148148148,1.4814814814814816,17.037037037037038,0.0,0.0,30Q235,40.766991,-73.923126,,,
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,NEW YORK,Bronx County,BRONX,10468.0,Public,0,0,11-City: Large,1,450,429,0.0,10.0,378.0,55.0,6.0,0.0,1.0,9.02,95.33333333333334,0.0,2.2222222222222223,84.0,12.222222222222221,1.3333333333333335,0.0,0.2222222222222222,10X363,40.85958,-73.900443,Academy For Personal Leadership And Excellence,0.45,0.35
ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL,NEW YORK,New York County,NEW YORK,10027.0,Public,0,0,11-City: Large,1,170,133,1.0,3.0,78.0,78.0,8.0,0.0,2.0,11.46,78.23529411764706,0.5882352941176471,1.7647058823529411,45.88235294117647,45.88235294117647,4.705882352941177,0.0,1.1764705882352942,,,,,,
ACADEMY FOR SOFTWARE ENGINEERING,NEW YORK,New York County,NEW YORK,10003.0,Public,0,0,11-City: Large,1,454,325,2.0,44.0,227.0,119.0,43.0,0.0,19.0,12.93,71.58590308370044,0.4405286343612335,9.691629955947137,50.0,26.21145374449339,9.47136563876652,0.0,4.185022026431718,02M546,40.735504,-73.987439,Academy for Software Engineering,0.48,0.49
ACADEMY FOR YOUNG WRITERS,NEW YORK,Kings County,BROOKLYN,11208.0,Public,0,0,11-City: Large,1,586,407,3.0,7.0,142.0,424.0,3.0,0.0,7.0,12.91,69.45392491467577,0.5119453924914675,1.1945392491467577,24.2320819112628,72.35494880546075,0.5119453924914675,0.0,1.1945392491467577,19K404,40.65711,-73.873901,Academy for Young Writers,0.44,0.41
ACADEMY FOR YOUNG WRITERS,NEW YORK,Kings County,BROOKLYN,11208.0,Public,0,0,11-City: Large,1,586,407,3.0,7.0,142.0,424.0,3.0,0.0,7.0,12.91,69.45392491467577,0.5119453924914675,1.1945392491467577,24.2320819112628,72.35494880546075,0.5119453924914675,0.0,1.1945392491467577,19K404,40.65711,-73.873901,Academy for Young Writers,0.5,0.49
ACADEMY OF AMERICAN STUDIES,NEW YORK,Queens County,LONG ISLAND CITY,11101.0,Public,0,0,11-City: Large,0,895,637,1.0,256.0,298.0,70.0,262.0,0.0,8.0,22.12,71.1731843575419,0.11173184357541899,28.60335195530726,33.29608938547486,7.82122905027933,29.27374301675978,0.0,0.8938547486033519,30Q575,40.751468,-73.936991,Academy of American Studies,0.7,0.75
ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,NEW YORK,Bronx County,BRONX,10454.0,Public,0,0,11-City: Large,1,305,285,0.0,2.0,221.0,80.0,2.0,0.0,0.0,13.93,93.44262295081968,0.0,0.6557377049180327,72.45901639344262,26.229508196721312,0.6557377049180327,0.0,0.0,07X343,40.810107,-73.918208,Academy of Applied Mathematics and Technology,0.59,0.5
ACADEMY OF ARTS AND LETTERS,NEW YORK,Kings County,BROOKLYN,11205.0,Public,0,0,11-City: Large,0,517,152,2.0,35.0,89.0,204.0,160.0,0.0,27.0,15.77,29.40038684719536,0.3868471953578337,6.769825918762089,17.2147001934236,39.458413926499034,30.947775628626694,0.0,5.222437137330754,13K492,40.691024,-73.971175,Academy of Arts and Letters,0.43,0.59
ACADEMY OF FINANCE AND ENTERPRISE,NEW YORK,Queens County,LONG ISLAND CITY,11101.0,Public,0,0,11-City: Large,1,512,413,9.0,119.0,267.0,39.0,77.0,0.0,1.0,20.24,80.6640625,1.7578125,23.2421875,52.1484375,7.6171875,15.0390625,0.0,0.1953125,24Q264,40.744607,-73.93688,Academy of Finance and Enterprise,0.67,0.69
ACADEMY OF HOSPITALITY AND TOURISM,NEW YORK,Kings County,BROOKLYN,11226.0,Public,0,0,11-City: Large,1,225,192,3.0,7.0,25.0,184.0,6.0,0.0,0.0,13.27,85.33333333333334,1.3333333333333335,3.111111111111111,11.11111111111111,81.77777777777779,2.666666666666667,0.0,0.0,17K408,40.64955,-73.958198,Academy of Hospitality and Tourism,0.51,0.44
ACADEMY OF INNOVATIVE TECHNOLOGY,NEW YORK,Kings County,BROOKLYN,11208.0,Public,0,0,11-City: Large,1,404,333,4.0,20.0,179.0,189.0,5.0,0.0,7.0,10.8,82.42574257425743,0.9900990099009901,4.9504950495049505,44.306930693069305,46.78217821782179,1.2376237623762376,0.0,1.7326732673267329,19K618,40.692988,-73.869113,Academy of Innovative Technology,0.56,0.54
ACADEMY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL,NEW YORK,Queens County,FAR ROCKAWAY,11691.0,Public,0,0,11-City: Large,1,614,458,13.0,47.0,258.0,267.0,25.0,0.0,4.0,13.05,74.5928338762215,2.1172638436482085,7.654723127035831,42.01954397394137,43.48534201954398,4.071661237785016,0.0,0.6514657980456027,27Q309,40.601847,-73.763457,Academy of Medical Technology: A College Board School,0.39,0.35
ACADEMY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL,NEW YORK,Queens County,FAR ROCKAWAY,11691.0,Public,0,0,11-City: Large,1,614,458,13.0,47.0,258.0,267.0,25.0,0.0,4.0,13.05,74.5928338762215,2.1172638436482085,7.654723127035831,42.01954397394137,43.48534201954398,4.071661237785016,0.0,0.6514657980456027,27Q309,40.601847,-73.763457,Academy of Medical Technology: A College Board School,0.45,0.43
ACADEMY OF PUBLIC RELATIONS,NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,310,251,0.0,1.0,225.0,80.0,4.0,0.0,0.0,10.69,80.96774193548387,0.0,0.3225806451612903,72.58064516129032,25.806451612903224,1.2903225806451613,0.0,0.0,07X298,40.818974,-73.905481,Academy of Public Relations,0.4,0.24
ACADEMY OF TALENTED SCHOLARS (THE),NEW YORK,Kings County,BROOKLYN,11218.0,Public,0,0,11-City: Large,0,351,146,0.0,63.0,50.0,13.0,221.0,0.0,4.0,6.8,41.5954415954416,0.0,17.94871794871795,14.245014245014245,3.7037037037037033,62.96296296296296,0.0,1.1396011396011396,20K682,40.607089,-73.986629,The Academy of Talented Scholars,0.59,0.66
ACADEMY OF THE ARTS (THE),NEW YORK,Bronx County,BRONX,10459.0,Public,0,0,11-City: Large,1,279,257,3.0,2.0,188.0,81.0,3.0,0.0,2.0,12.55,92.1146953405018,1.0752688172043012,0.7168458781362007,67.38351254480287,29.03225806451613,1.0752688172043012,0.0,0.7168458781362007,,,,,,
ACADEMY OF THE CITY CHARTER SCHOOL,NEW YORK,Queens County,WOODSIDE,11377.0,Public,1,0,11-City: Large,1,416,0,4.0,86.0,213.0,51.0,56.0,0.0,6.0,18.07,0.0,0.9615384615384616,20.673076923076923,51.20192307692307,12.259615384615383,13.461538461538462,0.0,1.4423076923076923,84Q359,40.756936,-73.902428,Academy of the City Charter School,0.41,0.47
ACADEMY OF URBAN PLANNING AND ENGINEERING (THE),NEW YORK,Kings County,BROOKLYN,11237.0,Public,0,0,11-City: Large,1,234,216,0.0,1.0,173.0,54.0,3.0,0.0,3.0,10.66,92.3076923076923,0.0,0.4273504273504274,73.93162393162393,23.076923076923077,1.282051282051282,0.0,1.282051282051282,32K552,40.696845,-73.911094,The Academy of Urban Planning and Engineering,0.56,0.49
ACCION ACADEMY,NEW YORK,Bronx County,BRONX,10457.0,Public,0,0,11-City: Large,1,154,127,1.0,3.0,107.0,39.0,4.0,0.0,0.0,10.99,82.46753246753246,0.6493506493506493,1.948051948051948,69.48051948051948,25.324675324675322,2.5974025974025974,0.0,0.0,12X341,40.842549,-73.890953,Accion Academy,0.48,0.32
ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,NEW YORK,Queens County,RIDGEWOOD,11385.0,Public,0,0,11-City: Large,0,539,358,5.0,103.0,254.0,17.0,149.0,0.0,11.0,15.49,66.41929499072357,0.927643784786642,19.109461966604822,47.124304267161406,3.153988868274583,27.643784786641927,0.0,2.0408163265306123,24Q290,40.71269,-73.908201,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,0.5,0.57
ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11208.0,Public,1,0,11-City: Large,1,679,0,4.0,29.0,179.0,460.0,4.0,0.0,3.0,12.35,0.0,0.5891016200294551,4.270986745213549,26.362297496318117,67.74668630338734,0.5891016200294551,0.0,0.4418262150220913,84K774,40.677027,-73.883904,Achievement First Apollo Charter School,0.46,0.51
ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11208.0,Public,1,0,11-City: Large,1,379,0,6.0,2.0,86.0,283.0,0.0,0.0,2.0,12.63,0.0,1.58311345646438,0.5277044854881267,22.691292875989447,74.67018469656992,0.0,0.0,0.5277044854881267,84K680,40.666139,-73.87634,Achievement First Aspire Charter School,0.5,0.51
ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11233.0,Public,1,0,11-City: Large,1,817,0,3.0,0.0,89.0,721.0,3.0,0.0,1.0,10.43,0.0,0.36719706242350064,0.0,10.893512851897185,88.24969400244798,0.36719706242350064,0.0,0.12239902080783352,84K626,40.674482,-73.913259,Achievement First Brownsville Charter School,0.45,0.45
ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11233.0,Public,1,0,11-City: Large,1,817,0,3.0,0.0,89.0,721.0,3.0,0.0,1.0,10.43,0.0,0.36719706242350064,0.0,10.893512851897185,88.24969400244798,0.36719706242350064,0.0,0.12239902080783352,84K626,40.674482,-73.913259,Achievement First Brownsville Charter School,0.38,0.72
ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11213.0,Public,1,0,11-City: Large,1,1011,0,4.0,1.0,42.0,957.0,2.0,0.0,5.0,9.92,0.0,0.3956478733926805,0.09891196834817012,4.154302670623145,94.65875370919882,0.19782393669634024,0.0,0.4945598417408506,84K356,40.677468,-73.942015,Achievement First Crown Heights Charter School,0.4,0.48
ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11213.0,Public,1,0,11-City: Large,1,1011,0,4.0,1.0,42.0,957.0,2.0,0.0,5.0,9.92,0.0,0.3956478733926805,0.09891196834817012,4.154302670623145,94.65875370919882,0.19782393669634024,0.0,0.4945598417408506,84K356,40.677468,-73.942015,Achievement First Crown Heights Charter School,0.42,0.55
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11207.0,Public,1,0,11-City: Large,1,849,0,9.0,4.0,135.0,694.0,4.0,0.0,3.0,10.06,0.0,1.0600706713780919,0.47114252061248524,15.901060070671377,81.7432273262662,0.47114252061248524,0.0,0.35335689045936397,84K358,40.663773,-73.89328,Achievement First East New York Charter School,0.41,0.46
ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11207.0,Public,1,0,11-City: Large,1,849,0,9.0,4.0,135.0,694.0,4.0,0.0,3.0,10.06,0.0,1.0600706713780919,0.47114252061248524,15.901060070671377,81.7432273262662,0.47114252061248524,0.0,0.35335689045936397,84K358,40.663773,-73.89328,Achievement First East New York Charter School,0.44,0.57
ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11238.0,Public,1,0,11-City: Large,1,1008,0,4.0,6.0,113.0,880.0,2.0,0.0,3.0,32.52,0.0,0.3968253968253968,0.5952380952380952,11.21031746031746,87.3015873015873,0.1984126984126984,0.0,0.2976190476190476,84K508,40.68242,-73.965931,Achievement First Endeavor Charter School,0.53,0.51
ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11207.0,Public,1,0,11-City: Large,1,249,0,4.0,3.0,34.0,207.0,1.0,0.0,0.0,11.34,0.0,1.6064257028112447,1.2048192771084338,13.654618473895583,83.13253012048193,0.4016064257028112,0.0,0.0,,,,,,
ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11221.0,Public,1,0,11-City: Large,1,241,0,0.0,5.0,171.0,60.0,5.0,0.0,0.0,9.66,0.0,0.0,2.0746887966804977,70.95435684647303,24.896265560165975,2.0746887966804977,0.0,0.0,84K784,40.693885,-73.9149,Achievement First North Brooklyn Preparatory Charter School,0.55,0.56
ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL,NEW YORK,Kings County,BROOKLYN,11237.0,Public,1,0,11-City: Large,1,1066,0,1.0,7.0,643.0,409.0,5.0,0.0,1.0,14.07,0.0,0.09380863039399624,0.6566604127579738,60.31894934333959,38.367729831144466,0.46904315196998125,0.0,0.09380863039399624,84K538,40.69788,-73.919071,Achievement First Bushwick Charter School,0.54,0.54
ACORN COMMUNITY HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11238.0,Public,0,0,11-City: Large,1,366,309,1.0,6.0,47.0,303.0,7.0,0.0,2.0,13.68,84.42622950819673,0.273224043715847,1.639344262295082,12.841530054644808,82.78688524590164,1.912568306010929,0.0,0.546448087431694,13K499,40.678605,-73.96174,,,
ACTIVE LEARNING ELEMENTARY SCHOOL (THE),NEW YORK,Queens County,FLUSHING,11367.0,Public,0,0,11-City: Large,1,453,360,1.0,390.0,36.0,8.0,14.0,0.0,4.0,14.74,79.47019867549669,0.22075055187637968,86.09271523178808,7.9470198675496695,1.7660044150110374,3.090507726269316,0.0,0.8830022075055187,25Q244,40.75447,-73.826221,,,
ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,NEW YORK,Queens County,LONG ISLAND CITY,11106.0,Public,0,0,11-City: Large,1,581,521,5.0,148.0,283.0,87.0,57.0,0.0,1.0,14.23,89.67297762478485,0.8605851979345954,25.47332185886403,48.709122203098104,14.974182444061961,9.81067125645439,0.0,0.17211703958691912,30Q126,40.766173,-73.930267,Albert Shanker School for Visual and Performing Arts,0.53,0.6
ALFRED E SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,NEW YORK,Bronx County,BRONX,10451.0,Public,0,0,11-City: Large,1,417,368,1.0,4.0,303.0,101.0,5.0,0.0,3.0,12.85,88.2494004796163,0.2398081534772182,0.9592326139088728,72.66187050359713,24.22062350119904,1.1990407673860912,0.0,0.7194244604316548,07X600,40.818651,-73.919939,Alfred E. Smith Career and Technical Education High School,0.42,0.42
ALL CITY LEADERSHIP SECONDARY SCHOOL,NEW YORK,Kings County,BROOKLYN,11237.0,Public,0,0,11-City: Large,1,385,346,1.0,23.0,297.0,44.0,19.0,0.0,1.0,22.78,89.87012987012987,0.2597402597402597,5.974025974025974,77.14285714285715,11.428571428571429,4.935064935064935,0.0,0.2597402597402597,32K554,40.697653,-73.913073,All City Leadership Secondary School,0.54,0.8
ALL CITY LEADERSHIP SECONDARY SCHOOL,NEW YORK,Kings County,BROOKLYN,11237.0,Public,0,0,11-City: Large,1,385,346,1.0,23.0,297.0,44.0,19.0,0.0,1.0,22.78,89.87012987012987,0.2597402597402597,5.974025974025974,77.14285714285715,11.428571428571429,4.935064935064935,0.0,0.2597402597402597,32K554,40.697653,-73.913073,All City Leadership Secondary School,0.68,0.71
AMBER CHARTER SCHOOL EAST HARLEM,NEW YORK,New York County,NEW YORK,10029.0,Public,1,0,11-City: Large,1,480,0,2.0,4.0,308.0,162.0,4.0,0.0,0.0,18.42,0.0,0.4166666666666667,0.8333333333333334,64.16666666666667,33.75,0.8333333333333334,0.0,0.0,,,,,,
AMERICAN DREAM CHARTER SCHOOL,NEW YORK,Bronx County,BRONX,10454.0,Public,1,0,11-City: Large,1,167,0,0.0,0.0,152.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,91.01796407185628,7.18562874251497,1.1976047904191618,0.0,0.5988023952095809,84X471,40.809155,-73.917454,American Dream Charter School,0.41,0.42
AMERICAN DREAM CHARTER SCHOOL,NEW YORK,Bronx County,BRONX,10454.0,Public,1,0,11-City: Large,1,167,0,0.0,0.0,152.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,91.01796407185628,7.18562874251497,1.1976047904191618,0.0,0.5988023952095809,84X471,40.809155,-73.917454,American Dream Charter School,0.61,0.55
AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL,NEW YORK,New York County,NEW YORK,10010.0,Public,0,0,11-City: Large,1,186,158,0.0,3.0,119.0,50.0,11.0,0.0,3.0,11.68,84.94623655913979,0.0,1.6129032258064515,63.97849462365591,26.881720430107524,5.913978494623656,0.0,1.6129032258064515,02M047,40.738315,-73.981365,47 The American Sign Language and English Secondary School,0.47,0.53
AMISTAD DUAL LANGUAGE SCHOOL,NEW YORK,New York County,NEW YORK,10034.0,Public,0,0,11-City: Large,1,418,319,0.0,8.0,381.0,5.0,23.0,0.0,1.0,14.92,76.31578947368422,0.0,1.9138755980861244,91.14832535885168,1.1961722488038278,5.502392344497608,0.0,0.23923444976076555,06M311,40.866475,-73.92388,Amistad Dual Language School,0.64,0.5
AMPARK NEIGHBORHOOD,NEW YORK,Bronx County,BRONX,10463.0,Public,0,0,11-City: Large,0,395,180,1.0,21.0,240.0,50.0,77.0,0.0,6.0,16.49,45.56962025316456,0.25316455696202533,5.3164556962025316,60.75949367088608,12.658227848101266,19.49367088607595,0.0,1.5189873417721518,10X344,40.883596,-73.890444,Ampark Neighborhood,0.57,0.61
ANDERSON SCHOOL (THE),NEW YORK,New York County,NEW YORK,10024.0,Public,0,0,11-City: Large,0,559,56,0.0,157.0,48.0,25.0,295.0,0.0,34.0,19.38,10.01788908765653,0.0,28.085867620751344,8.586762075134168,4.47227191413238,52.772808586762075,0.0,6.082289803220036,03M334,40.780961,-73.978189,The Anderson School,0.52,1.06
ANDRIES HUDDE,NEW YORK,Kings County,BROOKLYN,11210.0,Public,0,0,11-City: Large,1,828,686,7.0,152.0,95.0,519.0,55.0,0.0,0.0,16.37,82.85024154589372,0.8454106280193237,18.357487922705314,11.473429951690822,62.68115942028986,6.642512077294686,0.0,0.0,22K240,40.623736,-73.946592,Andries Hudde,0.42,0.33
ANGELO PATRI MIDDLE SCHOOL (THE),NEW YORK,Bronx County,BRONX,10457.0,Public,0,0,11-City: Large,1,526,427,3.0,7.0,380.0,129.0,7.0,0.0,0.0,10.97,81.1787072243346,0.5703422053231939,1.3307984790874523,72.24334600760456,24.524714828897338,1.3307984790874523,0.0,0.0,10X391,40.854391,-73.897229,The Angelo Patri Middle School,0.48,0.3
ANTONIA PANTOJA PREPARATORY ACADEMY - A COLLEGE BOARD SCHOOL,NEW YORK,Bronx County,BRONX,10473.0,Public,0,0,11-City: Large,1,418,280,7.0,29.0,284.0,95.0,3.0,0.0,0.0,12.77,66.98564593301435,1.674641148325359,6.937799043062201,67.94258373205741,22.727272727272727,0.7177033492822966,0.0,0.0,08X376,40.821968,-73.855834,Antonia Pantoja Preparatory Academy: A College Board School,0.48,0.43
ANTONIA PANTOJA PREPARATORY ACADEMY - A COLLEGE BOARD SCHOOL,NEW YORK,Bronx County,BRONX,10473.0,Public,0,0,11-City: Large,1,418,280,7.0,29.0,284.0,95.0,3.0,0.0,0.0,12.77,66.98564593301435,1.674641148325359,6.937799043062201,67.94258373205741,22.727272727272727,0.7177033492822966,0.0,0.0,08X376,40.821968,-73.855834,Antonia Pantoja Preparatory Academy: A College Board School,0.38,0.4
ARCHER ELEMENTARY SCHOOL,NEW YORK,Bronx County,BRONX,10460.0,Public,0,0,11-City: Large,1,516,489,9.0,55.0,306.0,134.0,9.0,0.0,3.0,13.59,94.76744186046511,1.744186046511628,10.65891472868217,59.30232558139535,25.968992248062015,1.744186046511628,0.0,0.5813953488372093,12X531,40.83815,-73.866041,Archer Elementary School,0.38,0.32
ARCHIMEDES ACAD-MATH SCI TECH,NEW YORK,Bronx County,BRONX,10473.0,Public,0,0,11-City: Large,1,679,517,3.0,51.0,394.0,219.0,10.0,0.0,2.0,14.02,76.14138438880707,0.4418262150220913,7.511045655375552,58.02650957290133,32.253313696612665,1.4727540500736376,0.0,0.29455081001472755,,,,,,
ART AND DESIGN HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10019.0,Public,0,0,11-City: Large,0,1448,944,8.0,115.0,809.0,311.0,172.0,0.0,33.0,16.27,65.19337016574586,0.5524861878453038,7.941988950276244,55.87016574585635,21.477900552486187,11.878453038674033,0.0,2.2790055248618786,02M630,40.759105,-73.965913,Art and Design High School,0.73,0.77
ARTS AND MEDIA PREPARATORY ACADEMY,NEW YORK,Kings County,BROOKLYN,11203.0,Public,0,0,11-City: Large,1,232,206,0.0,4.0,34.0,188.0,4.0,0.0,2.0,13.05,88.79310344827587,0.0,1.7241379310344827,14.655172413793101,81.03448275862068,1.7241379310344827,0.0,0.8620689655172413,,,,,,
ARTURO A SCHOMBURG SATELLITE ACADEMY BRONX,NEW YORK,Bronx County,BRONX,10459.0,Public,0,0,11-City: Large,1,132,100,1.0,1.0,76.0,53.0,1.0,0.0,0.0,12.0,75.75757575757575,0.7575757575757576,0.7575757575757576,57.57575757575758,40.15151515151515,0.7575757575757576,0.0,0.0,12X446,40.823408,-73.898482,Arturo A. Schomburg Satellite Academy Bronx,0.55,0.61
