School Name_x,State Name,County Name,City,ZIP,School Type,Charter School,Magnet School,Urban-centric Locale,Title I Eligible,Total Students,FRL,American Indian/Alaska Native,Asian,Hispanic,Black,White,Other,Multi-Race,Pupil/Teacher Ratio,Percentage of FRL,Percentage of American Indian/Alaska Native,Percentage of Asian,Percentage of Hispanic,Percentage of Black,Percentage of White,Percentage of Other,Percentage of Multi-Race,DBN,Latitude,Longitude,School Name_y,Impact Score,Performance Score
PS 115 ALEXANDER HUMBOLDT,NEW YORK,New York County,NEW YORK,10033.0,Public,0,0,11-City: Large,1,552,534,0.0,2.0,532.0,6.0,12.0,0.0,0.0,15.31,96.73913043478261,0.0,0.36231884057971014,96.37681159420289,1.0869565217391304,2.1739130434782608,0.0,0.0,06M115,40.846297,-73.935043,P.S. 115 Alexander Humboldt,0.48,0.38
PS 115 DANIEL MUCATEL SCHOOL,NEW YORK,Kings County,BROOKLYN,11236.0,Public,0,0,11-City: Large,1,1087,536,9.0,36.0,81.0,923.0,35.0,0.0,3.0,14.67,49.31002759889604,0.8279668813247469,3.3118675252989878,7.451701931922723,84.91260349586017,3.219871205151794,0.0,0.27598896044158233,18K115,40.634975,-73.89803,P.S. 115 Daniel Mucatel School,0.56,0.53
PS 116 ELIZABETH L FARRELL,NEW YORK,Kings County,BROOKLYN,11237.0,Public,0,0,11-City: Large,1,521,408,0.0,10.0,489.0,20.0,2.0,0.0,0.0,14.06,78.3109404990403,0.0,1.9193857965451053,93.85796545105566,3.8387715930902107,0.3838771593090211,0.0,0.0,32K116,40.698055,-73.916586,P.S. 116 Elizabeth L Farrell,0.43,0.3
PS 116 MARY LINDLEY MURRAY,NEW YORK,New York County,NEW YORK,10016.0,Public,0,0,11-City: Large,0,648,216,10.0,127.0,138.0,58.0,284.0,0.0,31.0,15.4,33.33333333333333,1.5432098765432098,19.598765432098766,21.296296296296298,8.950617283950617,43.82716049382716,0.0,4.78395061728395,02M116,40.744487,-73.977708,P.S. 116 Mary Lindley Murray,0.49,0.63
PS 117 J KELD/BRIARWOOD SCHOOL,NEW YORK,Queens County,JAMAICA,11435.0,Public,0,0,11-City: Large,1,1080,461,29.0,394.0,359.0,111.0,172.0,0.0,15.0,16.04,42.68518518518519,2.685185185185185,36.48148148148148,33.24074074074074,10.277777777777777,15.925925925925927,0.0,1.3888888888888888,28Q117,40.710318,-73.81318,P.S. 117 J. Keld / Briarwood School,0.46,0.5
PS 118 LORRAINE HANSBERRY,NEW YORK,Queens County,HOLLIS,11412.0,Public,0,0,11-City: Large,1,532,311,10.0,16.0,62.0,438.0,1.0,0.0,5.0,15.89,58.45864661654135,1.8796992481203008,3.007518796992481,11.654135338345863,82.33082706766918,0.18796992481203006,0.0,0.9398496240601504,29Q118,40.703104,-73.766274,P.S. 118 Lorraine Hansberry,0.49,0.45
PS 119 AMERSFORT,NEW YORK,Kings County,BROOKLYN,11210.0,Public,0,0,11-City: Large,1,406,230,2.0,57.0,53.0,282.0,8.0,0.0,4.0,14.0,56.65024630541872,0.49261083743842365,14.039408866995073,13.054187192118228,69.45812807881774,1.9704433497536946,0.0,0.9852216748768473,22K119,40.625967,-73.938737,P.S. 119 Amersfort,0.4,0.41
PS 12 JAMES B COLGATE,NEW YORK,Queens County,WOODSIDE,11377.0,Public,0,0,11-City: Large,1,1273,1129,18.0,715.0,502.0,3.0,35.0,0.0,0.0,15.99,88.68813825608798,1.4139827179890023,56.166535742340926,39.4344069128044,0.2356637863315004,2.7494108405341713,0.0,0.0,24Q012,40.742309,-73.893104,P.S. 012 James B. Colgate,0.52,0.58
PS 12 LEWIS AND CLARK SCHOOL,NEW YORK,Bronx County,BRONX,10461.0,Public,0,0,11-City: Large,0,260,179,13.0,7.0,143.0,86.0,11.0,0.0,0.0,6.19,68.84615384615384,5.0,2.6923076923076925,55.00000000000001,33.07692307692307,4.230769230769231,0.0,0.0,,,,,,
PS 120,NEW YORK,Queens County,FLUSHING,11355.0,Public,0,0,11-City: Large,1,1058,526,1.0,873.0,157.0,8.0,18.0,0.0,1.0,18.74,49.7164461247637,0.0945179584120983,82.51417769376181,14.839319470699433,0.7561436672967864,1.7013232514177694,0.0,0.0945179584120983,,,,,,
PS 120 CARLOS TAPIA,NEW YORK,Kings County,BROOKLYN,11206.0,Public,0,0,11-City: Large,1,429,330,0.0,9.0,343.0,70.0,4.0,0.0,3.0,13.12,76.92307692307693,0.0,2.097902097902098,79.95337995337995,16.317016317016318,0.9324009324009324,0.0,0.6993006993006993,14K120,40.700596,-73.937786,P.S. 120 Carlos Tapia,0.5,0.38
PS 121,NEW YORK,Queens County,SOUTH OZONE PARK,11420.0,Public,0,0,11-City: Large,1,956,755,165.0,463.0,110.0,183.0,15.0,0.0,20.0,16.79,78.97489539748955,17.259414225941423,48.43096234309623,11.506276150627615,19.142259414225943,1.5690376569037656,0.0,2.092050209205021,,,,,,
PS 121 NELSON A ROCKEFELLER,NEW YORK,Kings County,BROOKLYN,11204.0,Public,0,0,11-City: Large,1,346,196,1.0,59.0,148.0,11.0,123.0,0.0,4.0,7.29,56.64739884393064,0.2890173410404624,17.052023121387283,42.77456647398844,3.1791907514450863,35.54913294797688,0.0,1.1560693641618496,21K121,40.62289,-73.978814,P.S. 121 Nelson A. Rockefeller,0.45,0.55
PS 121 THROOP,NEW YORK,Bronx County,BRONX,10469.0,Public,0,0,11-City: Large,1,956,506,8.0,66.0,252.0,590.0,39.0,0.0,1.0,16.09,52.928870292887034,0.8368200836820083,6.903765690376569,26.359832635983267,61.71548117154811,4.079497907949791,0.0,0.10460251046025104,11X121,40.866994,-73.850708,P.S. 121 Throop,0.41,0.42
PS 122 MAMIE FAY,NEW YORK,Queens County,ASTORIA,11105.0,Public,0,0,11-City: Large,0,1387,738,8.0,419.0,290.0,85.0,536.0,0.0,49.0,19.4,53.20836337418889,0.5767844268204758,30.20908435472242,20.90843547224225,6.128334534967555,38.64455659697188,0.0,3.532804614275414,30Q122,40.780315,-73.916079,P.S. 122 Mamie Fay,0.49,0.81
PS 123,NEW YORK,Queens County,SOUTH OZONE PARK,11436.0,Public,0,0,11-City: Large,1,700,650,41.0,82.0,136.0,429.0,11.0,0.0,1.0,14.41,92.85714285714286,5.857142857142858,11.714285714285715,19.428571428571427,61.285714285714285,1.5714285714285716,0.0,0.14285714285714285,27Q123,40.678659,-73.795476,P.S. 123,0.63,0.61
PS 123 MAHALIA JACKSON,NEW YORK,New York County,NEW YORK,10030.0,Public,0,0,11-City: Large,1,563,496,6.0,9.0,227.0,296.0,24.0,0.0,1.0,12.29,88.09946714031972,1.0657193605683837,1.5985790408525755,40.319715808170514,52.57548845470693,4.262877442273535,0.0,0.17761989342806395,05M123,40.820154,-73.944491,P.S. 123 Mahalia Jackson,0.38,0.22
PS 123 SUYDAM,NEW YORK,Kings County,BROOKLYN,11237.0,Public,0,0,11-City: Large,1,751,735,5.0,29.0,671.0,33.0,11.0,0.0,2.0,14.87,97.86950732356857,0.6657789613848202,3.861517976031957,89.34753661784288,4.394141145139813,1.4647137150466045,0.0,0.2663115845539281,32K123,40.703962,-73.922507,P.S. 123 Suydam,0.39,0.31
PS 124 OSMOND A CHURCH,NEW YORK,Queens County,SOUTH OZONE PARK,11420.0,Public,0,0,11-City: Large,1,1289,576,54.0,633.0,286.0,283.0,31.0,0.0,2.0,17.18,44.685802948021724,4.189294026377036,49.10783553141971,22.187742435996896,21.95500387897595,2.404965089216447,0.0,0.1551590380139643,27Q124,40.665309,-73.811406,P.S. 124 Osmond A Church,0.39,0.44
PS 124 SILAS B DUTCHER,NEW YORK,Kings County,BROOKLYN,11215.0,Public,0,0,11-City: Large,1,343,175,1.0,73.0,177.0,19.0,62.0,0.0,11.0,12.94,51.02040816326531,0.2915451895043732,21.282798833819243,51.60349854227405,5.539358600583091,18.075801749271136,0.0,3.206997084548105,15K124,40.667555,-73.990663,P.S. 124 Silas B. Dutcher,0.38,0.29
PS 124 YUNG WING,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,809,361,0.0,767.0,21.0,3.0,12.0,0.0,6.0,15.65,44.6229913473424,0.0,94.80840543881335,2.595797280593325,0.3708281829419036,1.4833127317676145,0.0,0.7416563658838072,02M124,40.714446,-73.995278,P.S. 124 Yung Wing,0.7,0.87
PS 125 RALPH BUNCHE,NEW YORK,New York County,NEW YORK,10027.0,Public,0,0,11-City: Large,1,233,183,2.0,13.0,96.0,103.0,16.0,0.0,3.0,13.16,78.54077253218884,0.8583690987124464,5.579399141630901,41.201716738197426,44.20600858369099,6.866952789699571,0.0,1.2875536480686696,05M125,40.810747,-73.956101,P.S. 125 Ralph Bunche,0.61,0.66
PS 126 DR MARJORIE H DUNBAR,NEW YORK,Bronx County,BRONX,10452.0,Public,0,0,11-City: Large,1,695,661,3.0,4.0,489.0,188.0,11.0,0.0,0.0,18.48,95.10791366906474,0.4316546762589928,0.5755395683453237,70.35971223021583,27.050359712230215,1.5827338129496402,0.0,0.0,09X126,40.836161,-73.928278,P.S. 126 Dr Marjorie H Dunbar,0.5,0.39
PS 126 JACOB AUGUST RIIS,NEW YORK,New York County,NEW YORK,10038.0,Public,0,0,11-City: Large,1,759,605,2.0,442.0,157.0,85.0,59.0,0.0,14.0,13.62,79.71014492753623,0.2635046113306983,58.23451910408433,20.685111989459813,11.198945981554678,7.7733860342556,0.0,1.844532279314888,02M126,40.710525,-73.997016,P.S. 126 Jacob August Riis,0.57,0.73
PS 127 AEROSPACE SCIENCE MAGNET SCHOOL,NEW YORK,Queens County,EAST ELMHURST,11369.0,Public,0,1,11-City: Large,1,1339,1129,2.0,159.0,986.0,167.0,22.0,0.0,3.0,13.87,84.31665421956684,0.14936519790888725,11.874533233756534,73.6370425690814,12.471994025392084,1.6430171769977595,0.0,0.22404779686333084,30Q127,40.764928,-73.871374,P.S. 127 Aerospace Science Magnet School,0.45,0.32
PS 127 MCKINLEY PARK,NEW YORK,Kings County,BROOKLYN,11228.0,Public,0,0,11-City: Large,1,526,423,1.0,166.0,113.0,5.0,240.0,0.0,1.0,13.15,80.41825095057035,0.19011406844106463,31.55893536121673,21.482889733840306,0.9505703422053232,45.627376425855516,0.0,0.19011406844106463,20K127,40.623799,-74.018652,P.S. 127 McKinley Park,0.63,0.71
PS 128 AUDUBON,NEW YORK,New York County,NEW YORK,10032.0,Public,0,0,11-City: Large,1,637,591,1.0,4.0,603.0,20.0,9.0,0.0,0.0,12.49,92.77864992150707,0.15698587127158556,0.6279434850863422,94.66248037676608,3.139717425431711,1.4128728414442702,0.0,0.0,06M128,40.841138,-73.938873,P.S. 128 Audubon,0.51,0.44
PS 128 BENSONHURST,NEW YORK,Kings County,BROOKLYN,11214.0,Public,0,0,11-City: Large,1,423,360,0.0,126.0,76.0,3.0,213.0,0.0,5.0,12.38,85.1063829787234,0.0,29.78723404255319,17.96690307328605,0.7092198581560284,50.35460992907801,0.0,1.1820330969267139,21K128,40.604924,-73.99529,P.S. 128 Bensonhurst,0.32,0.36
PS 128 LORRAINE TUZZO-JUNIPER VALLEY,NEW YORK,Queens County,MIDDLE VILLAGE,11379.0,Public,0,0,11-City: Large,0,951,328,3.0,30.0,194.0,6.0,716.0,0.0,2.0,17.42,34.49001051524711,0.31545741324921134,3.1545741324921135,20.39957939011567,0.6309148264984227,75.28916929547844,0.0,0.2103049421661409,,,,,,
PS 129 JOHN H FINLEY,NEW YORK,New York County,NEW YORK,10027.0,Public,0,0,11-City: Large,1,489,433,10.0,12.0,252.0,205.0,7.0,0.0,3.0,12.95,88.5480572597137,2.044989775051125,2.4539877300613497,51.533742331288344,41.922290388548056,1.4314928425357873,0.0,0.6134969325153374,05M129,40.814958,-73.952125,P.S. 129 John H. Finley,0.37,0.31
PS 129 PATRICIA LARKIN,NEW YORK,Queens County,COLLEGE POINT,11356.0,Public,0,0,11-City: Large,1,1131,882,10.0,353.0,575.0,17.0,173.0,0.0,3.0,14.36,77.9840848806366,0.8841732979664014,31.21131741821397,50.83996463306808,1.5030946065428823,15.296198054818744,0.0,0.2652519893899204,25Q129,40.790187,-73.839727,P.S. 129 Patricia Larkin,0.48,0.47
PS 13 CLEMENT C MOORE,NEW YORK,Queens County,ELMHURST,11373.0,Public,0,0,11-City: Large,1,1628,901,10.0,495.0,919.0,159.0,39.0,0.0,6.0,17.48,55.34398034398035,0.6142506142506142,30.405405405405407,56.449631449631454,9.766584766584767,2.3955773955773956,0.0,0.36855036855036855,24Q013,40.737385,-73.868146,P.S. 013 Clement C. Moore,0.57,0.59
PS 13 M L LINDEMEYER,NEW YORK,Richmond County,STATEN ISLAND,10305.0,Public,0,0,11-City: Large,1,848,451,7.0,122.0,378.0,134.0,187.0,0.0,20.0,15.14,53.18396226415094,0.8254716981132075,14.38679245283019,44.575471698113205,15.80188679245283,22.05188679245283,0.0,2.358490566037736,31R013,40.613056,-74.069318,P.S. 013 M. L. Lindemeyer,0.54,0.6
PS 13 ROBERTO CLEMENTE,NEW YORK,Kings County,BROOKLYN,11207.0,Public,0,0,11-City: Large,1,522,497,6.0,5.0,143.0,352.0,15.0,0.0,1.0,15.87,95.21072796934867,1.1494252873563218,0.9578544061302682,27.39463601532567,67.43295019157088,2.8735632183908044,0.0,0.19157088122605362,19K013,40.663773,-73.89328,P.S. 013 Roberto Clemente,0.61,0.52
PS 130,NEW YORK,Queens County,BAYSIDE,11361.0,Public,0,0,11-City: Large,0,371,150,1.0,196.0,66.0,14.0,87.0,0.0,7.0,12.76,40.43126684636118,0.2695417789757413,52.83018867924528,17.78975741239892,3.7735849056603774,23.450134770889488,0.0,1.8867924528301887,25Q130,40.76022,-73.783981,P.S. 130,0.63,0.75
PS 130 ABRAM STEVENS HEWITT,NEW YORK,Bronx County,BRONX,10455.0,Public,0,0,11-City: Large,1,520,401,1.0,8.0,377.0,123.0,11.0,0.0,0.0,13.32,77.11538461538461,0.19230769230769232,1.5384615384615385,72.5,23.653846153846153,2.1153846153846154,0.0,0.0,08X130,40.817846,-73.901999,P.S. 130 Abram Stevens Hewitt,0.52,0.43
PS 130 HERNANDO DE SOTO,NEW YORK,New York County,NEW YORK,10013.0,Public,0,0,11-City: Large,1,968,462,3.0,850.0,50.0,9.0,33.0,0.0,23.0,18.26,47.72727272727273,0.30991735537190085,87.80991735537191,5.1652892561983474,0.9297520661157025,3.4090909090909087,0.0,2.37603305785124,02M130,40.718756,-73.998362,P.S. 130 Hernando De Soto,0.57,0.69
PS 130 PARKSIDE (THE),NEW YORK,Kings County,BROOKLYN,11218.0,Public,0,0,11-City: Large,1,768,293,9.0,152.0,208.0,53.0,311.0,0.0,35.0,15.04,38.15104166666667,1.171875,19.791666666666664,27.083333333333332,6.901041666666667,40.49479166666667,0.0,4.557291666666666,15K130,40.648942,-73.97597,P.S. 130 The Parkside,0.42,0.57
PS 131,NEW YORK,Kings County,BROOKLYN,11219.0,Public,0,0,11-City: Large,1,1099,712,2.0,373.0,606.0,11.0,106.0,0.0,1.0,15.02,64.78616924476796,0.18198362147406735,33.93994540491356,55.1410373066424,1.0009099181073704,9.64513193812557,0.0,0.09099181073703368,,,,,,
PS 131 ABIGAIL ADAMS,NEW YORK,Queens County,JAMAICA,11432.0,Public,0,0,11-City: Large,1,824,682,10.0,607.0,99.0,64.0,32.0,0.0,12.0,16.87,82.76699029126213,1.2135922330097086,73.66504854368931,12.014563106796118,7.766990291262135,3.8834951456310676,0.0,1.4563106796116505,29Q131,40.717039,-73.79413,P.S. 131 Abigail Adams,0.53,0.64
PS 132 CONSELYEA SCHOOL (THE),NEW YORK,Kings County,BROOKLYN,11211.0,Public,0,0,11-City: Large,1,691,260,1.0,49.0,291.0,113.0,231.0,0.0,6.0,16.51,37.62662807525325,0.1447178002894356,7.091172214182344,42.11287988422576,16.35311143270622,33.42981186685962,0.0,0.8683068017366137,14K132,40.714775,-73.945828,P.S. 132 The Conselyea School,0.59,0.69
PS 132 GARRETT A MORGAN,NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,438,357,2.0,2.0,235.0,196.0,3.0,0.0,0.0,12.55,81.5068493150685,0.45662100456621,0.45662100456621,53.65296803652968,44.74885844748858,0.684931506849315,0.0,0.0,09X132,40.831956,-73.907033,P.S. 132 Garret A. Morgan,0.32,0.25
PS 132 JUAN PABLO DUARTE,NEW YORK,New York County,NEW YORK,10033.0,Public,0,0,11-City: Large,1,448,342,1.0,1.0,440.0,3.0,3.0,0.0,0.0,12.94,76.33928571428571,0.2232142857142857,0.2232142857142857,98.21428571428571,0.6696428571428571,0.6696428571428571,0.0,0.0,06M132,40.850595,-73.934057,P.S. 132 Juan Pablo Duarte,0.62,0.41
PS 132 RALPH BUNCHE,NEW YORK,Queens County,SPRINGFIELD GARDENS,11413.0,Public,0,0,11-City: Large,1,385,324,4.0,1.0,15.0,359.0,4.0,0.0,2.0,13.75,84.15584415584415,1.0389610389610389,0.2597402597402597,3.896103896103896,93.24675324675324,1.0389610389610389,0.0,0.5194805194805194,29Q132,40.682063,-73.749612,P.S. 132 Ralph Bunche,0.66,0.61
PS 133,NEW YORK,Queens County,BELLEROSE,11426.0,Public,0,0,11-City: Large,0,485,281,7.0,312.0,73.0,30.0,56.0,0.0,7.0,13.92,57.938144329896915,1.443298969072165,64.3298969072165,15.051546391752577,6.185567010309279,11.54639175257732,0.0,1.443298969072165,,,,,,
PS 133 FRED R MOORE,NEW YORK,New York County,NEW YORK,10037.0,Public,0,0,11-City: Large,1,194,174,5.0,8.0,70.0,103.0,8.0,0.0,0.0,9.71,89.69072164948454,2.5773195876288657,4.123711340206185,36.08247422680412,53.09278350515464,4.123711340206185,0.0,0.0,05M133,40.809782,-73.939129,P.S. 133 Fred R Moore,0.68,0.49
PS 133 WILLIAM A BUTLER,NEW YORK,Kings County,BROOKLYN,11217.0,Public,0,0,11-City: Large,1,689,185,0.0,20.0,222.0,184.0,219.0,0.0,44.0,15.3,26.850507982583455,0.0,2.9027576197387517,32.22060957910015,26.705370101596515,31.78519593613933,0.0,6.386066763425253,13K133,40.68008,-73.980589,P.S. 133 William A. Butler,0.51,0.58
PS 134,NEW YORK,Kings County,BROOKLYN,11218.0,Public,0,0,11-City: Large,1,546,384,5.0,223.0,70.0,48.0,198.0,0.0,2.0,12.76,70.32967032967034,0.9157509157509158,40.84249084249084,12.82051282051282,8.791208791208792,36.26373626373626,0.0,0.3663003663003663,,,,,,
PS 134 GEORGE F BRISTOW,NEW YORK,Bronx County,BRONX,10459.0,Public,0,0,11-City: Large,1,686,673,3.0,6.0,345.0,316.0,13.0,0.0,3.0,17.62,98.10495626822157,0.43731778425655976,0.8746355685131195,50.29154518950437,46.06413994169096,1.8950437317784257,0.0,0.43731778425655976,12X134,40.831674,-73.894598,P.S. 134 George F. Bristow,0.29,0.23
PS 134 HENRIETTA SZOLD,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,264,241,1.0,56.0,145.0,54.0,7.0,0.0,1.0,9.46,91.28787878787878,0.3787878787878788,21.21212121212121,54.92424242424242,20.454545454545457,2.6515151515151514,0.0,0.3787878787878788,01M134,40.714299,-73.98327,P.S. 134 Henrietta Szold,0.29,0.27
PS 134 HOLLIS,NEW YORK,Queens County,HOLLIS,11423.0,Public,0,0,11-City: Large,1,426,308,5.0,11.0,39.0,366.0,4.0,0.0,1.0,12.21,72.30046948356808,1.1737089201877933,2.5821596244131455,9.15492957746479,85.91549295774648,0.9389671361502347,0.0,0.2347417840375587,29Q134,40.707834,-73.754832,P.S. 134 Hollis,0.34,0.34
PS 135 SHELDON A BROOKNER,NEW YORK,Kings County,BROOKLYN,11203.0,Public,0,0,11-City: Large,1,675,594,4.0,6.0,51.0,590.0,15.0,0.0,9.0,17.79,88.0,0.5925925925925926,0.8888888888888888,7.555555555555555,87.4074074074074,2.2222222222222223,0.0,1.3333333333333335,18K135,40.653343,-73.933009,P.S. 135 Sheldon A. Brookner,0.52,0.48
PS 136 ROY WILKINS,NEW YORK,Queens County,SAINT ALBANS,11412.0,Public,0,0,11-City: Large,1,629,574,8.0,7.0,41.0,563.0,9.0,0.0,1.0,16.42,91.25596184419715,1.2718600953895072,1.1128775834658187,6.518282988871224,89.50715421303657,1.4308426073131957,0.0,0.1589825119236884,29Q136,40.698574,-73.752488,P.S. 136 Roy Wilkins,0.45,0.42
PS 137 JOHN L BERNSTEIN,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,154,147,0.0,17.0,91.0,41.0,5.0,0.0,0.0,8.64,95.45454545454545,0.0,11.03896103896104,59.09090909090909,26.623376623376622,3.2467532467532463,0.0,0.0,,,,,,
PS 138,NEW YORK,New York County,NEW YORK,10035.0,Public,0,0,11-City: Large,0,609,411,3.0,19.0,344.0,189.0,53.0,0.0,1.0,4.26,67.48768472906403,0.49261083743842365,3.1198686371100166,56.48604269293924,31.03448275862069,8.70279146141215,0.0,0.16420361247947454,75M138,40.805647,-73.935433,,,
PS 138,NEW YORK,New York County,NEW YORK,10035.0,Public,0,0,11-City: Large,0,609,411,3.0,19.0,344.0,189.0,53.0,0.0,1.0,4.26,67.48768472906403,0.49261083743842365,3.1198686371100166,56.48604269293924,31.03448275862069,8.70279146141215,0.0,0.16420361247947454,75M138,40.674173,-73.951404,,,
PS 138,NEW YORK,Kings County,BROOKLYN,11216.0,Public,0,0,11-City: Large,1,684,571,4.0,7.0,60.0,582.0,30.0,0.0,1.0,13.48,83.47953216374269,0.5847953216374269,1.023391812865497,8.771929824561402,85.08771929824562,4.385964912280701,0.0,0.14619883040935672,75M138,40.805647,-73.935433,,,
PS 138,NEW YORK,Kings County,BROOKLYN,11216.0,Public,0,0,11-City: Large,1,684,571,4.0,7.0,60.0,582.0,30.0,0.0,1.0,13.48,83.47953216374269,0.5847953216374269,1.023391812865497,8.771929824561402,85.08771929824562,4.385964912280701,0.0,0.14619883040935672,75M138,40.674173,-73.951404,,,
PS 138 SAMUEL RANDALL,NEW YORK,Bronx County,BRONX,10473.0,Public,0,0,11-City: Large,1,793,707,10.0,19.0,550.0,206.0,5.0,0.0,3.0,15.34,89.15510718789407,1.2610340479192939,2.3959646910466583,69.35687263556116,25.97730138713745,0.6305170239596469,0.0,0.37831021437578816,08X138,40.822432,-73.852378,P.S. 138 Samuel Randall,0.4,0.39
PS 139 ALEXINE A FENTY,NEW YORK,Kings County,BROOKLYN,11226.0,Public,0,0,11-City: Large,1,976,797,11.0,168.0,380.0,307.0,92.0,0.0,18.0,14.86,81.65983606557377,1.1270491803278688,17.21311475409836,38.9344262295082,31.454918032786882,9.426229508196721,0.0,1.8442622950819672,22K139,40.641058,-73.965784,P.S. 139 Alexine A. Fenty,0.48,0.52
PS 139 REGO PARK,NEW YORK,Queens County,REGO PARK,11374.0,Public,0,0,11-City: Large,0,830,555,6.0,200.0,261.0,19.0,329.0,0.0,15.0,16.89,66.86746987951807,0.7228915662650602,24.096385542168676,31.44578313253012,2.289156626506024,39.63855421686747,0.0,1.8072289156626504,,,,,,
PS 14 FAIRVIEW,NEW YORK,Queens County,CORONA,11368.0,Public,0,0,11-City: Large,1,1769,1162,11.0,139.0,1526.0,61.0,31.0,0.0,1.0,17.44,65.68682871678915,0.6218202374222724,7.857546636517807,86.26342566421708,3.4482758620689653,1.7524024872809498,0.0,0.05652911249293386,24Q014,40.740883,-73.854355,P.S. 014 Fairview,0.3,0.2
PS 14 SENATOR JOHN CALANDRA,NEW YORK,Bronx County,BRONX,10461.0,Public,0,0,11-City: Large,0,591,362,4.0,21.0,388.0,32.0,142.0,0.0,4.0,13.43,61.25211505922166,0.676818950930626,3.5532994923857872,65.65143824027074,5.414551607445008,24.027072758037225,0.0,0.676818950930626,,,,,,
PS 140,NEW YORK,Kings County,BROOKLYN,11216.0,Public,0,0,11-City: Large,0,259,180,0.0,6.0,65.0,174.0,10.0,0.0,4.0,6.25,69.4980694980695,0.0,2.3166023166023164,25.096525096525095,67.18146718146718,3.861003861003861,0.0,1.5444015444015444,,,,,,
PS 140 EAGLE SCHOOL (THE),NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,646,566,3.0,3.0,398.0,223.0,14.0,0.0,5.0,14.09,87.61609907120743,0.46439628482972134,0.46439628482972134,61.60990712074303,34.52012383900929,2.1671826625387,0.0,0.7739938080495357,,,,,,
PS 140 EDWARD K ELLINGTON,NEW YORK,Queens County,JAMAICA,11434.0,Public,0,0,11-City: Large,1,516,477,41.0,16.0,84.0,369.0,6.0,0.0,0.0,16.12,92.44186046511628,7.945736434108527,3.10077519379845,16.27906976744186,71.51162790697676,1.1627906976744187,0.0,0.0,28Q140,40.68714,-73.781073,P.S. 140 Edward K Ellington,0.49,0.49
PS 140 NATHAN STRAUS,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,377,288,4.0,20.0,292.0,48.0,13.0,0.0,0.0,13.3,76.39257294429707,1.0610079575596816,5.305039787798409,77.45358090185677,12.73209549071618,3.4482758620689653,0.0,0.0,01M140,40.719109,-73.983432,P.S. 140 Nathan Straus,0.45,0.24
PS 141,NEW YORK,Kings County,BROOKLYN,11226.0,Public,0,0,11-City: Large,0,379,256,0.0,18.0,110.0,189.0,62.0,0.0,0.0,6.32,67.54617414248021,0.0,4.749340369393139,29.023746701846964,49.86807387862797,16.358839050131927,0.0,0.0,,,,,,
PS 142 AMALIA CASTRO,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,357,342,5.0,24.0,277.0,42.0,8.0,0.0,1.0,11.22,95.7983193277311,1.400560224089636,6.722689075630252,77.59103641456583,11.76470588235294,2.2408963585434174,0.0,0.2801120448179272,01M142,40.718333,-73.984033,P.S. 142 Amalia Castro,0.4,0.39
PS 143 LOUIS ARMSTRONG,NEW YORK,Queens County,CORONA,11368.0,Public,0,0,11-City: Large,1,1762,1623,2.0,87.0,1632.0,31.0,9.0,0.0,1.0,14.94,92.11123723041997,0.11350737797956867,4.937570942111237,92.62202043132804,1.7593643586833143,0.5107832009080591,0.0,0.056753688989784334,24Q143,40.755898,-73.855698,P.S. 143 Louis Armstrong,0.36,0.23
PS 144 COL JEROMUS REMSEN,NEW YORK,Queens County,FOREST HILLS,11375.0,Public,0,0,11-City: Large,0,874,189,3.0,313.0,152.0,25.0,311.0,0.0,70.0,17.56,21.62471395881007,0.34324942791762014,35.81235697940504,17.391304347826086,2.8604118993135015,35.58352402745996,0.0,8.009153318077804,28Q144,40.715173,-73.852997,P.S. 144 Col Jeromus Remsen,0.61,0.77
PS 145 ANDREW JACKSON,NEW YORK,Kings County,BROOKLYN,11206.0,Public,0,0,11-City: Large,1,711,561,3.0,4.0,667.0,23.0,14.0,0.0,0.0,14.73,78.90295358649789,0.42194092827004215,0.5625879043600562,93.81153305203938,3.2348804500703237,1.969057665260197,0.0,0.0,32K145,40.701583,-73.93218,P.S. 145 Andrew Jackson,0.42,0.33
PS 145 BLOOMINGDALE SCHOOL (THE),NEW YORK,New York County,NEW YORK,10025.0,Public,0,0,11-City: Large,1,371,248,5.0,9.0,235.0,91.0,25.0,0.0,6.0,10.98,66.84636118598382,1.3477088948787064,2.4258760107816713,63.342318059299195,24.528301886792452,6.738544474393531,0.0,1.6172506738544474,03M145,40.799225,-73.965462,"P.S. 145, The Bloomingdale School",0.39,0.33
PS 146 ANN M SHORT,NEW YORK,New York County,NEW YORK,10029.0,Public,0,0,11-City: Large,1,388,368,3.0,14.0,262.0,99.0,10.0,0.0,0.0,11.47,94.84536082474226,0.7731958762886598,3.608247422680412,67.5257731958763,25.51546391752577,2.5773195876288657,0.0,0.0,04M146,40.789456,-73.938873,P.S. 146 Ann M. Short,0.52,0.37
